date,feature_index,avg(band_0)
2021-01-24T00:00:00.000Z,1,0.7035966939455508
2021-01-24T00:00:00.000Z,2,0.39041841998085625
2022-01-17T00:00:00.000Z,0,
2022-01-19T00:00:00.000Z,2,
2022-01-17T00:00:00.000Z,2,0.02617641026769572
2022-01-17T00:00:00.000Z,1,
2022-01-19T00:00:00.000Z,1,
2022-01-19T00:00:00.000Z,0,
2022-04-27T00:00:00.000Z,0,0.21238643393701323
2022-04-27T00:00:00.000Z,2,0.3899514674453058
2022-04-27T00:00:00.000Z,1,0.9089372971340017
2022-05-02T00:00:00.000Z,1,0.8957046969550881
2022-05-02T00:00:00.000Z,2,0.40535970052383885
2022-05-02T00:00:00.000Z,0,0.2071511732343214
2022-07-08T00:00:00.000Z,1,0.9143847336202271
2022-07-08T00:00:00.000Z,0,0.8487061071305056
2022-07-08T00:00:00.000Z,2,0.3661179799153521
2022-08-05T00:00:00.000Z,2,0.30361461385218314
2022-08-07T00:00:00.000Z,2,0.28535979671396894
2022-08-05T00:00:00.000Z,1,0.8408764126886368
2022-08-05T00:00:00.000Z,0,0.8478502135527193
2022-08-07T00:00:00.000Z,1,0.8705670486579831
2022-08-07T00:00:00.000Z,0,0.8617934281918351
2022-08-22T00:00:00.000Z,0,0.8315562579099007
2022-08-22T00:00:00.000Z,1,0.8268834401558577
2022-08-22T00:00:00.000Z,2,0.3033662981687052
2022-08-20T00:00:00.000Z,2,
2022-08-20T00:00:00.000Z,1,0.7592937920488748
2022-08-20T00:00:00.000Z,0,0.8000922758700484
2020-03-03T00:00:00.000Z,0,0.4583532881194895
2020-03-03T00:00:00.000Z,2,0.3247375473807412
2020-03-03T00:00:00.000Z,1,0.5822768098236974
2020-09-26T00:00:00.000Z,1,
2020-09-26T00:00:00.000Z,2,0.37842592100808187
2020-09-26T00:00:00.000Z,0,0.5696418431543426
2021-03-30T00:00:00.000Z,0,0.15176409092568238
2021-03-30T00:00:00.000Z,1,0.6460000745119334
2021-04-02T00:00:00.000Z,2,0.3143194643471294
2021-04-02T00:00:00.000Z,1,0.5297104177793255
2021-03-30T00:00:00.000Z,2,0.3366875342588281
2021-04-02T00:00:00.000Z,0,0.1795302035484795
2021-10-09T00:00:00.000Z,1,0.7653940931282365
2021-10-11T00:00:00.000Z,0,0.5909499955881686
2021-10-11T00:00:00.000Z,1,0.8094976483371372
